Complaint ID,Concerning,Investigated,Status,EFO,County,Completed,Site,Received,Facility ID
51403,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51412,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51411,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51410,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51409,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51414,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51407,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51405,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51408,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51406,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51384,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51385,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51386,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51387,Other,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51388,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51399,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51401,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51402,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51232,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51383,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51381,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51375,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2019,DML790000050
51362,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51363,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51364,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51365,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51369,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51374,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51373,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51371,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51370,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51376,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-31-2019,DML790000050
51361,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-30-2019,DML790000050
51125,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-29-2019,DML790000050
51129,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-29-2019,DML790000050
51130,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-29-2019,DML790000050
51207,Other,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-29-2019,DML790000050
51122,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-29-2019,DML790000050
51138,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51137,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51136,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51135,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51133,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51131,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51128,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51127,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51126,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51206,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51204,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51203,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51200,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51178,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-28-2019,DML790000050
51198,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51196,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51132,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51194,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51197,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51164,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51195,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2019,DML790000050
51143,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-26-2019,DML790000050
51191,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-26-2019,DML790000050
51142,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-26-2019,DML790000050
51141,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-25-2019,DML790000050
51185,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-25-2019,DML790000050
51187,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-25-2019,DML790000050
51188,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-25-2019,DML790000050
51190,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-25-2019,DML790000050
51184,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-24-2019,DML790000050
51140,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-24-2019,DML790000050
51123,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-24-2019,DML790000050
51170,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-24-2019,DML790000050
51171,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-24-2019,DML790000050
51186,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-24-2019,DML790000050
51163,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-23-2019,DML790000050
51181,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-23-2019,DML790000050
51169,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-23-2019,DML790000050
51175,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-20-2019,DML790000050
51157,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-19-2019,DML790000050
51168,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-19-2019,DML790000050
51180,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-18-2019,DML790000050
51162,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-18-2019,DML790000050
51179,Odors,JAN-17-2019,No Problem Found,Memphis,Shelby,JAN-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-17-2019,DML790000050
51166,Odors,JAN-17-2019,No Jurisdiction,Memphis,Shelby,JAN-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-16-2019,DML790000050
51167,Odors,JAN-17-2019,No Jurisdiction,Memphis,Shelby,JAN-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-16-2019,DML790000050
51174,Odors,JAN-17-2019,No Jurisdiction,Memphis,Shelby,JAN-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-16-2019,DML790000050
51139,Odors,JAN-17-2019,No Jurisdiction,Memphis,Shelby,JAN-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-16-2019,DML790000050
51160,Odors,JAN-17-2019,No Jurisdiction,Memphis,Shelby,JAN-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-16-2019,DML790000050
51176,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51153,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51172,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51148,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51150,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51151,Other,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51165,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51159,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51156,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51155,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51154,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-15-2019,DML790000050
51147,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-14-2019,DML790000050
51146,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-13-2019,DML790000050
50935,Odors,JAN-16-2019,No Problem Found,Memphis,Shelby,JAN-16-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-08-2019,DML790000050
50884,Diesel Spill,JAN-10-2019,Closed,Memphis,Shelby,OCT-15-2019,TEMA Incident #42-2019,JAN-08-2019,
50934,Odors,JAN-04-2019,No Jurisdiction,Memphis,Shelby,JAN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-04-2019,DML790000050
50910,Odors,JAN-04-2019,No Jurisdiction,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-02-2019,DML790000050
50725,Diesel Spill,DEC-27-2018,Closed,Memphis,Shelby,APR-04-2019,TEMA Incident #3441-2018,DEC-26-2018,
50704,Haz Waste Issue,JAN-03-2019,No Jurisdiction,Memphis,Shelby,JAN-03-2019,Chemical Shed,DEC-20-2018,
50699,Odors,DEC-21-2018,No Problem Found,Memphis,Shelby,DEC-21-2018,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-20-2018,DML790000050
50631,Diesel Spill,DEC-13-2018,Closed,Memphis,Shelby,DEC-26-2018,TEMA Incident #3337-2018,DEC-12-2018,
50610,Tires,JAN-03-2019,Referred to other Agency/Section,Memphis,Shelby,JAN-03-2019,Lamar Avenue,DEC-07-2018,
50551,Diesel Spill,DEC-06-2018,Closed,Memphis,Shelby,OCT-22-2019,TEMA Incident #3253-2018,DEC-03-2018,
50550,Diesel Spill,DEC-06-2018,Closed,Memphis,Shelby,DEC-27-2018,TEMA Incident #3225-2018,NOV-27-2018,
50223,Diesel Spill,NOV-01-2018,Closed,Memphis,Shelby,NOV-30-2018,TEMA Incident #2964-2018,OCT-30-2018,
50228,Haz Waste Issue,NOV-26-2018,Corrected (No NOV),Memphis,Shelby,NOV-26-2018,Metal Fabricator,OCT-29-2018,
50225,Diesel Spill,NOV-01-2018,Closed,Memphis,Shelby,OCT-22-2019,TEMA Incident #2937-2018,OCT-26-2018,
50230,Odors,OCT-26-2018,No Problem Found,Memphis,Shelby,OCT-26-2018,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-25-2018,DML790000050
50090,Illegal Dumping,OCT-23-2018,NOV,Memphis,Shelby,OCT-23-2018,TI Properties Property,OCT-18-2018,NRS790000206
50092,Illegal Dumping,OCT-30-2018,No Problem Found,Memphis,Shelby,OCT-30-2018,Memphis Auto Parts and Salvage,OCT-18-2018,
50095,Tires,OCT-30-2018,No Problem Found,Memphis,Shelby,OCT-30-2018,Cascade Road,OCT-18-2018,
50097,Tires,NOV-02-2018,NOV,Memphis,Shelby,NOV-02-2018,Hop-In Store,OCT-12-2018,
49855,Haz Waste Issue,OCT-18-2018,NOV,Memphis,Shelby,JAN-04-2019,TEAM INDUSTRIAL SERVICES,SEP-21-2018,TNR000044982
49670,Other,SEP-17-2018,Referred to other Agency/Section,Memphis,Shelby,SEP-17-2018,Townhouse Mold Issue,SEP-17-2018,
49856,Illegal Dumping,OCT-04-2018,Referred to other Agency/Section,Memphis,Shelby,OCT-04-2018,Sewanne Road,SEP-10-2018,
49624,Other,SEP-12-2018,Referred to other Agency/Section,Memphis,Shelby,SEP-12-2018,Waste Connections Of Tenn.Inc. Transfer Station,SEP-10-2018,TRF790001022
49709,Illegal Dumping,SEP-20-2018,NOV,Memphis,Shelby,SEP-20-2018,Steen Site,SEP-06-2018,NRS790000205
49465,Illegal Dumping,SEP-05-2018,No Problem Found,Memphis,Shelby,SEP-05-2018,Huntgate Cove,AUG-27-2018,
49374,Diesel Spill,AUG-22-2018,Closed,Memphis,Shelby,MAR-30-2020,TEMA Incident #2204-2018,AUG-13-2018,
49260,Haz Waste Issue,AUG-17-2018,NOV,Memphis,Shelby,AUG-20-2018,PEP BOYS,AUG-09-2018,TNR000044198
49441,Illegal Dumping,SEP-05-2018,Corrected (No NOV),Memphis,Shelby,OCT-16-2018,Woodlawn Terrace Area,AUG-08-2018,
49491,Illegal Dumping,AUG-30-2018,NOV,Memphis,Shelby,AUG-30-2018,Mulrooney Enterprises AKA EPIC #62,AUG-03-2018,NRS790000204
49259,Used Oil,AUG-31-2018,No Problem Found,Memphis,Shelby,AUG-31-2018,Executive Car Wash,AUG-02-2018,
48993,Diesel Spill,JUL-25-2018,Closed,Memphis,Shelby,AUG-29-2018,TEMA Incident #2030-2018,JUL-19-2018,
48896,Diesel Spill,JUL-18-2018,Closed,Memphis,Shelby,SEP-25-2019,TEMA Incident #1917-2018,JUL-09-2018,
48795,Diesel Spill,JUL-11-2018,Closed,Memphis,Shelby,AUG-13-2018,TEMA Incident #1705-2018,JUN-27-2018,
48647,Diesel Spill,JUN-27-2018,Closed,Memphis,Shelby,OCT-24-2018,TEMA Incident #1576-2018,JUN-21-2018,
48320,Other,JUN-08-2018,No Jurisdiction,Memphis,Shelby,JUN-08-2018,Residential Property,JUN-05-2018,
48341,Diesel Spill,JUN-07-2018,Closed,Memphis,Shelby,OCT-03-2018,TEMA Incident #1420-2018,JUN-05-2018,
48162,Other,MAY-24-2018,Referred to other Agency/Section,Memphis,Shelby,MAY-24-2018,Madison Tower,MAY-22-2018,
47831,Used Oil,MAY-10-2018,Referred to other Agency/Section,Memphis,Shelby,MAY-14-2018,Kmart Parking Lot,MAY-02-2018,
48441,Illegal Dumping,MAY-03-2018,NOV,Memphis,Shelby,MAY-29-2018,"Eaton-Moery Environmental Services, Inc. -Pear Avenue Station",MAY-01-2018,TRF790001418
47670,Diesel Spill,APR-26-2018,Closed,Memphis,Shelby,AUG-13-2018,TEMA Incident #1018-2018,APR-26-2018,
47555,Illegal Dumping,APR-19-2018,No Problem Found,Memphis,Shelby,APR-19-2018,Southwind Taekwondo,APR-10-2018,
47232,Illegal Dumping,MAR-28-2018,No Problem Found,Memphis,Shelby,MAR-28-2018,Wolf River between Warford and Hollywood,MAR-26-2018,
47233,Illegal Dumping,MAR-22-2018,No Problem Found,Memphis,Shelby,MAR-22-2018,FORD MOTOR COMPANY,MAR-21-2018,
47246,Illegal Dumping,MAR-15-2018,No Jurisdiction,Memphis,Shelby,MAR-15-2018,MEMPHIS PUBLIC WORKS/BELLEVUE DUMP,MAR-14-2018,
46893,Other,MAR-07-2018,No Problem Found,Memphis,Shelby,MAR-07-2018,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-07-2018,DML790000050
46839,Other,MAR-13-2018,No Problem Found,Memphis,Shelby,MAR-13-2018,Longfellow Road Property,MAR-06-2018,
46838,Illegal Dumping,MAR-07-2018,Referred to other Agency/Section,Memphis,Shelby,MAR-07-2018,Mud Island,MAR-02-2018,
46836,Other,MAR-05-2018,No Problem Found,Memphis,Shelby,MAR-05-2018,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-28-2018,DML790000050
46585,Illegal Dumping,FEB-27-2018,NOV,Memphis,Shelby,APR-19-2018,Old Austin Peay Highway,FEB-21-2018,NRS790000199
46636,Used Oil,FEB-27-2018,NOV,Memphis,Shelby,MAR-20-2018,McKenzie - Lane Auto Salvage,FEB-02-2018,NRS790000198
46065,Illegal Dumping,JAN-25-2018,NOV,Memphis,Shelby,APR-20-2018,Pisgah Road at Grays Creek,JAN-10-2018,NRS790000195
46075,Haz Waste Issue,JAN-24-2018,No Problem Found,Memphis,Shelby,JAN-24-2018,Dragon Woodland,DEC-28-2017,
45903,Tires,DEC-21-2017,No Problem Found,Memphis,Shelby,APR-20-2018,"Mid-Town Auto Parts & Salvage, Inc.",DEC-19-2017,NRS790000176
45841,Tires,DEC-14-2017,Corrected (No NOV),Memphis,Shelby,DEC-14-2017,Bragg Road,DEC-13-2017,
46051,Diesel Spill,JAN-11-2018,Closed,Memphis,Shelby,FEB-16-2018,TEMA Incident #2793-2017,DEC-12-2017,
